1,3,4,5,6,7
Sean Bott,Aron's Friend (as Sean A. Bott),,,,
Koleman Stinger,Aron Age 5,,,,
Treat Williams,Aron's Dad,,,,
John Lawrence,Brian,,,,
Kate Burton,Aron's Mom,,,,
Bailee Michelle Johnson,Sonja Age 10,,,,
Parker Hadley,Aron Age 15,,,,
Clémence Poésy,Rana,,,,
Fenton Quinn,Blue John (as Fenton G. Quinn),,,,
Lizzy Caplan,Sonja,,,,
Peter Joshua Hull,Boy on Sofa (as P.J. Hull),,,,
Pieter Jan Brugge,Eric Meijer,,,,
Chris Messina,Detective Bowden,,,,
Logan Marshall-Green,Mechanic,,,,
Jenny O'Hara,Old Woman,,,,
Bojana Novakovic,Young Woman,,,,
Bokeem Woodbine,Guard,,,,
Geoffrey Arend,Salesman,,,,
Jacob Vargas,Ramirez,,,,
Matt Craven,Lustig,,,,
Joshua Peace,Detective Markowitz (as Josh Peace),,,,
Caroline Dhavernas,Elsa Nahai,,,,
Joe Cobden,Dwight,,,,
Zoie Palmer,Cheryl,,,,
Vincent Laresca,Henry,,,,
Rudy Webb,Old Janitor,,,,
Craig Eldridge,Donnelly,,,,
John Cusack,Adam,,,,
Clark Duke,Jacob,,,,
Craig Robinson,Nick,,,,
Rob Corddry,Lou,,,,
Sebastian Stan,Blaine,,,,
Lyndsy Fonseca,Jenny,,,,
Crispin Glover,Phil,,,,
Chevy Chase,Repairman,,,,
Charlie McDermott,Chaz,,,,
Lizzy Caplan,April,,,,
Collette Wolfe,Kelly,,,,
Aliu Oyofo,Young Nick,,,,
Jake Rose,Young Adam,,,,
Brook Bennett,Young Lou,,,,
Yan-Kay Crystal Lowe,Zoe (as Crystal Lowe),,,,
Eric Balfour,Jarrod,,,,
Scottie Thompson,Elaine,,,,
Brittany Daniel,Candice,,,,
Crystal Reed,Denise,,,,
Neil Hopkins,Ray,,,,
David Zayas,Oliver,,,,
Donald Faison,Terry,,,,
Robin Gammell,Walt,,,,
Tanya Newbould,Jen,,,,
J. Paul Boehmer,Colin,,,,
Phet Mahathongdy,Airplane Mom / Bartender (as Phet Mahathongdy O'Donnell),,,,
Byron McIntyre,Limo Driver,,,,
Jackie Marin,Girl in Pool,,,,
Tony Black,Guy at Party,,,,
Eliza Till,Girl at Party,,,,
Russell Crowe,John Brennan,,,,
Elizabeth Banks,Lara Brennan,,,,
Michael Buie,Mick Brennan,,,,
Moran Atias,Erit,,,,
Remy Nozik,Jenna,,,,
Toby Green,Three Year Old Luke,,,,
Tyler Green,Three Year Old Luke,,,,
Jason Beghe,Detective Quinn,,,,
Aisha Hinds,Detective Collero,,,,
Ty Simpkins,Luke,,,,
Veronica Brown,Female Guard 1,,,,
Olivia Wilde,Nicole,,,,
Leslie Merrill,Elizabeth Gesas,,,,
Alissa Sullivan Haggis,Junkie (as Alissa Haggis),,,,
Daniel Stern,Meyer Fisk,,,,
Patrick Fabian,Cotton Marcus,,,,
Ashley Bell,Nell Sweetzer,,,,
Iris Bahr,Iris Reisen,,,,
Louis Herthum,Louis Sweetzer,,,,
Caleb Landry Jones,Caleb Sweetzer,,,,
Tony Bentley,Pastor Manley,,,,
John Wright Jr.,John Marcus,,,,
Shanna Forrestall,Shanna Marcus,,,,
Justin Shafer,Justin Marcus,,,,
Carol Sutton,Shopkeeper,,,,
Victoria Patenaude,Motorist,,,,
John Wilmot,Spindly Man,,,,
Becky Fly,Becky Davis,,,,
Denise Lee,Nurse,,,,
Logan Craig Reid,Logan Winters,,,,
George Clooney,Jack / Edward,,,,
Irina Björklund,Ingrid (as Irina Bjorklund),,,,
Lars Hjelm,Hunter #1,,,,
Björn Granath,Hunter #2,,,,
Johan Leysen,Pavel,,,,
Paolo Bonacelli,Father Benedetto,,,,
Giorgio Gobbi,Man on Vespa,,,,
Silvana Bosi,Old Cheese Vendor,,,,
Thekla Reuten,Mathilde,,,,
Guido Palliggiano,Waiter (Market),,,,
Samuel Vauramo,Young Swedish Man (as Samuli Vauramo),,,,
Antonio Rampino,Postmaster,,,,
Violante Placido,Clara,,,,
Filippo Timi,Fabio,,,,
Ilaria Cramerotti,Hooker #2,,,,
Chris Brown,Jesse Attica,,,,
Hayden Christensen,A.J.,,,,
Matt Dillon,Jack Welles,,,,
Michael Ealy,Jake Attica,,,,
Idris Elba,Gordon Jennings,,,,
Steve Harris,Lt. Carver,,,,
T.I.,Ghost (as Tip 'T.I.' Harris),,,,
Jay Hernandez,Eddie Hatcher,,,,
Johnathon Schaech,Scott,,,,
Paul Walker,John Rahway,,,,
Marianne Jean-Baptiste,Naomi,,,,
Gaius Charles,Max,,,,
Gideon Emery,Sergei,,,,
Zulay Henao,Monica,,,,
Glynn Turman,Chief Detective Duncan,,,,
Emma Stone,Olive,,,,
Penn Badgley,Woodchuck Todd,,,,
Amanda Bynes,Marianne,,,,
Dan Byrd,Brandon,,,,
Thomas Haden Church,Mr. Griffith,,,,
Patricia Clarkson,Rosemary,,,,
Cam Gigandet,Micah,,,,
Lisa Kudrow,Mrs. Griffith,,,,
Malcolm McDowell,Principal Gibbons,,,,
Aly Michalka,Rhiannon,,,,
Stanley Tucci,Dill,,,,
Fred Armisen,Pastor,,,,
Juliette Goglia,Eighth Grade Olive,,,,
Jake Sandvig,Anson,,,,
Morgan Rusler,Mr. Abernathy,,,,
Zachary Gordon,Greg Heffley,,,,
Robert Capron,Rowley Jefferson,,,,
Rachael Harris,Susan Heffley,,,,
Steve Zahn,Frank Heffley,,,,
Connor Fielding,Manny Heffley,,,,
Owen Fielding,Manny Heffley,,,,
Devon Bostick,Rodrick Heffley,,,,
Chloë Grace Moretz,Angie Steadman,,,,
Karan Brar,Chirag Gupta,,,,
Grayson Russell,Fregley,,,,
Laine MacNeil,Patty Farrell,,,,
Alex Ferris,Collin,,,,
Andrew McNee,Coach Malone,,,,
Belita Moreno,Mrs. Norton,,,,
Rob LaBelle,Mr. Winsky,,,,
Jennifer Lopez,Zoe,,,,
Alex O'Loughlin,Stan,,,,
Michaela Watkins,Mona,,,,
Eric Christian Olsen,Clive,,,,
Anthony Anderson,Playground Dad,,,,
Noureen DeWulf,Daphne,,,,
Melissa McCarthy,Carol,,,,
Tom Bosley,Arthur,,,,
Maribeth Monroe,Lori,,,,
Danneel Ackles,Olivia (as Danneel Harris),,,,
Robert Klein,Dr. Scott Harris,,,,
Linda Lavin,Nana,,,,
Carlease Burke,Tabitha,,,,
Amy Block,Sara,,,,
Jennifer Elise Cox,Baby Store Sales Clerk,,,,
Amanda Seyfried,Sophie,,,,
Marcia DeBonis,Lorraine,,,,
Gael García Bernal,Victor,,,,
Giordano Formenti,Viticoltore,,,,
Paolo Arvedi,Signor Ricci (Olive Farmer),,,,
Dario Conti,Cheese Supplier,,,,
Ivana Lotito,Young Girl,,,,
Luisa Ranieri,Isabella,,,,
Marina Massironi,Francesca,,,,
Lidia Biondi,Donatella (as Lydia Biondi),,,,
Milena Vukotic,Maria,,,,
Luisa De Santis,Angelina,,,,
Christopher Egan,Charlie,,,,
Vanessa Redgrave,Claire,,,,
Remo Remotti,Farm House Lorenzo,,,,
Jenn Proske,Becca Crane,,,,
Matt Lanter,Edward Sullen,,,,
Diedrich Bader,Frank Crane,,,,
Chris Riggi,Jacob White,,,,
Ken Jeong,Daro,,,,
Anneliese van der Pol,Jennifer,,,,
David DeLuise,Fisherman Sculley,,,,
Kelsey Ledgin,Iris (as Kelsey Ford),,,,
Dave Foley,Principal Smith,,,,
Jeff Witzke,Dr. Carlton,,,,
Crista Flanagan,Eden,,,,
Nick Eversman,Jeremiah,,,,
Zane Holtz,Alex,,,,
Stephanie Fischer,Rosalyn,,,,
Michael Hanson,Rick,,,,
Mel Gibson,Craven,,,,
Ray Winstone,Jedburgh,,,,
Danny Huston,Jack Bennett,,,,
Bojana Novakovic,Emma Craven,,,,
Shawn Roberts,Burnham,,,,
David Aaron Baker,Millroy,,,,
Jay O. Sanders,Whitehouse,,,,
Denis O'Hare,Moore,,,,
Damian Young,Senator Jim Pine,,,,
Caterina Scorsone,Melissa,,,,
Frank Grillo,Agent One,,,,
Wayne Duvall,Chief of Police,,,,
Gbenga Akinnagbe,Detective Darcy Jones,,,,
Gabrielle Popa,Young Emma (as Maria Gabrielle Popa),,,,
Paul Sparks,Northampton Police Detective,,,,
Mel Gibson,Craven,,,,
Ray Winstone,Jedburgh,,,,
Danny Huston,Jack Bennett,,,,
Bojana Novakovic,Emma Craven,,,,
Shawn Roberts,Burnham,,,,
David Aaron Baker,Millroy,,,,
Jay O. Sanders,Whitehouse,,,,
Denis O'Hare,Moore,,,,
Damian Young,Senator Jim Pine,,,,
Caterina Scorsone,Melissa,,,,
Frank Grillo,Agent One,,,,
Wayne Duvall,Chief of Police,,,,
Gbenga Akinnagbe,Detective Darcy Jones,,,,
Gabrielle Popa,Young Emma (as Maria Gabrielle Popa),,,,
Paul Sparks,Northampton Police Detective,,,,
John Cleese,(voice),,,,
Richard Dreyfuss,Matt Boyd,,,,
Ving Rhames,Deputy Fallon,,,,
Elisabeth Shue,Julie Forester,,,,
Christopher Lloyd,Mr. Carl Goodman,,,,
Eli Roth,Wet T-Shirt Host,,,,
Jerry O'Connell,Derrick Jones,,,,
Steven R. McQueen,Jake Forester,,,,
Jessica Szohr,Kelly,,,,
Kelly Brook,Danni,,,,
Riley Steele,Crystal,,,,
Adam Scott,Novak,,,,
Ricardo Chavira,Sam,,,,
Dina Meyer,Paula,,,,
Paul Scheer,Andrew,,,,
Brooklynn Proulx,Laura Forester,,,,
Owen Wilson,Marmaduke (voice),,,,
Emma Stone,Mazie (voice),,,,
George Lopez,Carlos (voice),,,,
Christopher Mintz-Plasse,Giuseppe (voice),,,,
Steve Coogan,Raisin (voice),,,,
Fergie,Jezebel (voice),,,,
Kiefer Sutherland,Bosco (voice),,,,
Damon Wayans Jr.,Thunder (voice),,,,
Marlon Wayans,Lightning (voice),,,,
Sam Elliott,Chupadogra (voice),,,,
Lee Pace,Phil Winslow,,,,
Judy Greer,Debbie Winslow,,,,
Caroline Sunshine,Barbara Winslow,,,,
Finley Jacobsen,Brian Winslow,,,,
Mandy Haines,Sarah Winslow,,,,
Steve Carell,Barry,,,,
Paul Rudd,Tim,,,,
Zach Galifianakis,Therman,,,,
Jemaine Clement,Kieran,,,,
Stephanie Szostak,Julie,,,,
Lucy Punch,Darla,,,,
Bruce Greenwood,Lance Fender,,,,
David Walliams,Müeller,,,,
Ron Livingston,Caldwell,,,,
Larry Wilmore,Williams,,,,
Kristen Schaal,Susana,,,,
P.J. Byrne,Davenport,,,,
Andrea Savage,Robin,,,,
Nick Kroll,Josh,,,,
Randall Park,Henderson,,,,
Miley Cyrus,Ronnie Miller,,,,
Greg Kinnear,Steve Miller,,,,
Bobby Coleman,Jonah Miller,,,,
Liam Hemsworth,Will Blakelee,,,,
Hallock Beals,Scott,,,,
Kelly Preston,Kim,,,,
Nick Lashaway,Marcus,,,,
Carly Chaikin,Blaze,,,,
Kate Vernon,Susan Blakelee,,,,
Nick Searcy,Tom Blakelee,,,,
Adam Barnett,Teddy,,,,
Michael Jamorski,Lance,,,,
Melissa Ordway,Ashley,,,,
Carrie Malabre,Cassie,,,,
Lance E. Nichols,Pastor Harris,,,,
Cher,Tess,,,,
Christina Aguilera,Ali,,,,
Eric Dane,Marcus,,,,
Cam Gigandet,Jack,,,,
Julianne Hough,Georgia,,,,
Alan Cumming,Alexis,,,,
Peter Gallagher,Vince,,,,
Kristen Bell,Nikki,,,,
Stanley Tucci,Sean,,,,
Dianna Agron,Natalie,,,,
Glynn Turman,Harold Saint,,,,
David Walton,Mark the DJ,,,,
Terrence Jenkins,Dave,,,,
Chelsea Traille,Coco,,,,
Tanee McCall,Scarlett,,,,
Russell Brand,Aldous Snow,,,,
Rose Byrne,Jackie Q,,,,
Tyler McKinney,African Child in Video,,,,
Zoe Salmon,Zoe Salmon,,,,
Lino Facioli,Naples,,,,
Lars Ulrich,Lars Ulrich,,,,
Mario Lopez,Mario Lopez (as Mario López),,,,
Pink,Pink,,,,
Billy Bush,Billy Bush,,,,
Kurt Loder,Kurt Loder (as Kurt F. Loder),,,,
Christina Aguilera,Christina Aguilera,,,,
Colm Meaney,Jonathan Snow,,,,
Ray Siegle,Paparazzo in LA,,,,
Chad Cleven,Paparazzo in LA,,,,
Jonathan Chris Lopez,Paparazzo in LA,,,,
Maggie Gyllenhaal,Isabel Green,,,,
Oscar Steer,Vincent Green,,,,
Asa Butterfield,Norman Green,,,,
Lil Woods,Megsie Green,,,,
Eros Vlahos,Cyril Gray,,,,
Rosie Taylor-Ritson,Celia Gray,,,,
Daniel Mays,Blenkinsop,,,,
Rhys Ifans,Phil Green,,,,
Maggie Smith,Mrs Docherty,,,,
Sinead Matthews,Miss Topsey,,,,
Katy Brand,Miss Turvey,,,,
Emma Thompson,Nanny McPhee,,,,
Bill Bailey,Farmer Macreadie,,,,
Ewan McGregor,Mr. Green,,,,
Sam Kelly,Mr. Docherty,,,,
Igal Naor,Al Rawi,,,,
Said Faraj,Seyyed Hamza,,,,
Faycal Attougui,Al Rawi Bodyguard (as Faical Attougui),,,,
Aymen Hamdouchi,Ayad Hamza,,,,
Matt Damon,Miller,,,,
Nicoye Banks,Perry,,,,
Jerry Della Salla,Wilkins,,,,
Sean Huze,Conway,,,,
Michael J. Dwyer,Met-D (as Michael Dwyer),,,,
Edouard H.R. Gluck,Met-D,,,,
Brian Siefkes,Met-D,,,,
Adam Wendling,Met-D,,,,
Abdul Henderson,Met-D,,,,
Paul Karsko,Met-D,,,,
Robert Miller,Met-D,,,,
Aaron Taylor-Johnson,Dave Lizewski / Kick-Ass (as Aaron Johnson),,,,
Garrett M. Brown,Mr. Lizewski,,,,
Evan Peters,Todd,,,,
Deborah Twiss,Mrs. Zane,,,,
Lyndsy Fonseca,Katie Deauxma,,,,
Sophie Wu,Erika Cho,,,,
Elizabeth McGovern,Mrs. Lizewski,,,,
Christopher Mintz-Plasse,Chris D'Amico / Red Mist,,,,
Stu 'Large' Riley,Huge Goon (as Stu Riley),,,,
Johnny Hopkins,1st Gang Kid,,,,
Ohene Cornelius,2nd Gang Kid,,,,
Mark Strong,Frank D'Amico,,,,
Michael Rispoli,Big Joe,,,,
Corey Johnson,Sporty Goon,,,,
Kenneth Simmons,Scary Goon,,,,
Ashton Kutcher,Spencer,,,,
Katherine Heigl,Jen,,,,
Tom Selleck,Mr. Kornfeldt,,,,
Catherine O'Hara,Mrs. Kornfeldt,,,,
Katheryn Winnick,Vivian,,,,
Kevin Sussman,Mac Bailey,,,,
Lisa Ann Walter,Olivia Brooks,,,,
Casey Wilson,Kristen,,,,
Rob Riggle,Henry,,,,
Martin Mull,Holbrook,,,,
Alex Borstein,Lily Bailey,,,,
Usher Raymond,Kevin the Manager (as Usher Raymond IV),,,,
LeToya Luckett-Walker,Amanda (as LeToya Luckett),,,,
Michael Daniel Cassady,Milo,,,,
Larry Joe Campbell,Pete Denham,,,,
Cécile de France,Marie Lelay,,,,
Thierry Neuvic,Didier,,,,
Cyndi Mayo,Island Hotel Clerk (as Cyndi Mayo Davis),,,,
Lisa Griffiths,Stall Owner,,,,
Jessica Griffiths,Island Girl,,,,
Ferguson Reid,Rescuer,,,,
Derek Sakakura,Rescuer,,,,
Jay Mohr,Billy,,,,
Richard Kind,Christos,,,,
Matt Damon,George Lonegan,,,,
Charlie Creed-Miles,Photographer,,,,
Frankie McLaren,Marcus / Jason,,,,
George McLaren,Marcus / Jason,,,,
Lyndsey Marshal,Jackie,,,,
Rebekah Staton,Social Worker,,,,
Katherine Heigl,Holly Berenson,,,,
Josh Duhamel,Eric Messer,,,,
Josh Lucas,Sam,,,,
Alexis Clagett,Sophie,,,,
Brynn Clagett,Sophie,,,,
Brooke Clagett,Sophie,,,,
Hayes MacArthur,Peter Novak,,,,
Christina Hendricks,Alison Novak,,,,
Sarah Burns,Janine Groff,,,,
Jessica St. Clair,Beth,,,,
Brooke Liddell,Older Sophie,,,,
Kiley Liddell,Older Sophie,,,,
Britt Flatmo,Amy,,,,
Rob Huebel,Ted,,,,
Melissa McCarthy,DeeDee,,,,
Dwayne Johnson,Derek,,,,
Ashley Judd,Carly,,,,
Stephen Merchant,Tracy,,,,
Ryan Sheckler,Mick Donnelly,,,,
Seth MacFarlane,Ziggy,,,,
Julie Andrews,Lily,,,,
Chase Ellison,Randy,,,,
Destiny Whitlock,Tess (as Destiny Grace Whitlock),,,,
Brandon T. Jackson,Duke,,,,
Dan Joffre,Tooth Fairy #1,,,,
Ellie Harvie,Permit Woman,,,,
Barclay Hope,Coach,,,,
Michael Daingerfield,Announcer,,,,
Dale Wolfe,Color Commentator,,,,
Josh Emerson,Kyle,,,,
James Marsden,Diggs (voice),,,,
Nick Nolte,Butch (voice),,,,
Christina Applegate,Catherine (voice),,,,
Katt Williams,Seamus (voice),,,,
Bette Midler,Kitty Galore (voice),,,,
Neil Patrick Harris,Lou (voice),,,,
Sean Hayes,Mr. Tinkles (voice),,,,
Wallace Shawn,Calico (voice),,,,
Roger Moore,Tab Lazenby (voice),,,,
Joe Pantoliano,Peek (voice),,,,
Michael Clarke Duncan,Sam (voice),,,,
Chris O'Donnell,Shane,,,,
Jack McBrayer,Chuck,,,,
Fred Armisen,Freidrich,,,,
Kiernan Shipka,Little Girl,,,,
Channing Tatum,John Tyree,,,,
Amanda Seyfried,Savannah Curtis,,,,
Richard Jenkins,Mr. Tyree,,,,
Henry Thomas,Tim,,,,
D.J. Cotrona,Noodles,,,,
Cullen Moss,Rooster (Dan Rooney),,,,
Gavin McCulley,Starks,,,,
Jose Lucena Jr.,Berry (as Jose Lucena),,,,
Keith Robinson,Captain Stone,,,,
Scott Porter,Randy,,,,
Leslea Fisher,Susan,,,,
William Howard,Daniels,,,,
David Andrews,Mr. Curtis,,,,
Mary Rachel Quinn,Mrs. Curtis (as Mary Rachel Dudley),,,,
Bryce Hayes,Yellow Shirt,,,,
Adrien Brody,Royce,,,,
Topher Grace,Edwin,,,,
Alice Braga,Isabelle,,,,
Walton Goggins,Stans,,,,
Oleg Taktarov,Nikolai,,,,
Laurence Fishburne,Noland,,,,
Danny Trejo,Cuchillo,,,,
Louis Ozawa Changchien,Hanzo,,,,
Mahershala Ali,Mombasa (as Mahershalalhashbaz Ali),,,,
Carey Jones,Tracker Predator (as Carey L. Jones),,,,
Brian Steele,Berserker Predator / Falconer Predator,,,,
Derek Mears,Classic Predator,,,,
Rest of cast listed alphabetically:,Rest of cast listed alphabetically:,,,,
Aaron Richardson,Rocky (uncredited),,,,
Mark Wahlberg,Micky Ward,,,,
Christian Bale,Dicky Eklund,,,,
Amy Adams,Charlene Fleming,,,,
Melissa Leo,Alice Ward,,,,
Mickey O'Keefe,Mickey O'Keefe,,,,
Jack McGee,George Ward,,,,
Melissa McMeekin,'Little Alice' Eklund,,,,
Bianca Hunter,Cathy 'Pork' Eklund,,,,
Erica McDermott,Cindy 'Tar' Eklund,,,,
Jill Quigg,Donna Eklund Jaynes,,,,
Dendrie Taylor,Gail 'Red Dog' Eklund,,,,
Kate B. O'Brien,Phyllis 'Beaver' Eklund (as Kate O'Brien),,,,
Jenna Lamia,Sherri Ward,,,,
Frank Renzulli,Sal Lanano,,,,
Paul Campbell,Gary 'Boo Boo' Giuffrida,,,,
Richard Stratton,Prison Cage Guard,,,,
Harry Kerrigan,Prison Guard,,,,
Michael Douglas,Gordon Gekko,,,,
Carey Mulligan,Winnie Gekko,,,,
Shia LaBeouf,Jake Moore,,,,
Sunil Hirani,Himself,,,,
Maria Bartiromo,News Host,,,,
Austin Pendleton,Dr. Masters,,,,
Thomas Belesis,Zabel Trader,,,,
Frank Langella,Louis Zabel,,,,
Eric Purcell,Jeweler,,,,
Christian Baha,Hedge Fund Chief,,,,
John Buffalo Mailer,Robby,,,,
Melissa Lee,Newscaster,,,,
Annika Pergament,Reporter,,,,
Tobin Bell,Jigsaw / John,,,,
Costas Mandylor,Hoffman,,,,
Betsy Russell,Jill,,,,
Cary Elwes,Dr. Gordon,,,,
Sean Patrick Flanery,Bobby,,,,
Chad Donella,Gibson,,,,
Gina Holden,Joyce,,,,
Laurence Anthony,Rogers,,,,
Dean Armstrong,Cale,,,,
Naomi Snieckus,Nina,,,,
Rebecca Marshall,Suzanne,,,,
James Van Patten,Dr. Heffner,,,,
Sebastian Pigott,Brad,,,,
Jon Cor,Ryan,,,,
Anne Lee Greene,Dina (as Anne Greene),,,,
Gerard Butler,Milo Boyd,,,,
Jennifer Aniston,Nicole Hurley,,,,
Gio Perez,Uncle Sam,,,,
Joel Marsh Garland,Dwight,,,,
Jason Kolotouros,Gelman,,,,
Matt Malloy,Gary,,,,
Jason Sudeikis,Stewart,,,,
Adam Rose,Jimmy,,,,
Christine Baranski,Kitty Hurley,,,,
Dorian Missick,Bobby,,,,
David Costabile,Arthur,,,,
Lynda Gravatt,Judge,,,,
Peter Greene,Earl Mahler,,,,
Jeff Garlin,Sid,,,,
Siobhan Fallon Hogan,Teresa,,,,
Simon Merrells,Ben Talbot,,,,
Gemma Whelan,Gwen's Maid,,,,
Emily Blunt,Gwen Conliffe,,,,
Benicio Del Toro,Lawrence Talbot,,,,
Mario Marin-Borquez,Young Lawrence,,,,
Asa Butterfield,Young Ben,,,,
Cristina Contes,Solana,,,,
Anthony Hopkins,Sir John Talbot,,,,
Art Malik,Singh,,,,
Malcolm Scates,Butcher,,,,
Nicholas Day,Colonel Montford,,,,
Michael Cronin,Dr. Lloyd,,,,
David Sterne,Mr. Kirk,,,,
David Schofield,Constable Nye,,,,
Roger Frost,Reverend Fisk,,,,
Steve Carell,Phil Foster,,,,
Tina Fey,Claire Foster,,,,
Mark Wahlberg,Holbrooke,,,,
Taraji P. Henson,Detective Arroyo,,,,
Jimmi Simpson,Armstrong,,,,
Common,Collins,,,,
William Fichtner,DA Frank Crenshaw,,,,
Leighton Meester,Katy,,,,
J.B. Smoove,Cabbie,,,,
Kristen Wiig,Haley Sullivan,,,,
Mark Ruffalo,Brad Sullivan,,,,
James Franco,Taste,,,,
Mila Kunis,Whippit,,,,
Bill Burr,Detective Walsh,,,,
Jonathan Morgan Heit,Oliver Foster,,,,
Ben Affleck,Doug MacRay,,,,
Rebecca Hall,Claire Keesey,,,,
Jon Hamm,FBI S.A. Adam Frawley,,,,
Jeremy Renner,James Coughlin,,,,
Blake Lively,Krista Coughlin,,,,
Slaine,Albert 'Gloansy' Magloan,,,,
Owen Burke,Desmond Elden,,,,
Titus Welliver,Dino Ciampa,,,,
Pete Postlethwaite,Fergus 'Fergie' Colm,,,,
Chris Cooper,Stephen MacRay,,,,
Dennis McLaughlin,Rusty,,,,
Corena Chase,Agent Quinlan,,,,
Brian Scannell,Henry,,,,
Kerri Dunbar,Henry's Girl,,,,
Tony V.,Vericom Crew Chief (as Tony V),,,,
Denzel Washington,Eli,,,,
Gary Oldman,Carnegie,,,,
Mila Kunis,Solara,,,,
Ray Stevenson,Redridge,,,,
Jennifer Beals,Claudia,,,,
Evan Jones,Martz,,,,
Joe Pingue,Hoyt,,,,
Frances de la Tour,Martha (as Frances De La Tour),,,,
Michael Gambon,George,,,,
Tom Waits,Engineer,,,,
Chris Browning,Hijack Leader,,,,
Richard Cetrone,Hijacker,,,,
Lateef Crowder,Hijacker / Construction Thug,,,,
Keith Splinter Davis,Hijacker (as Keith Davis),,,,
Don Thai Theerathada,Hijacker (as Don Theerathada),,,,
Denzel Washington,Frank,,,,
Chris Pine,Will,,,,
Rosario Dawson,Connie,,,,
Ethan Suplee,Dewey,,,,
Kevin Dunn,Galvin,,,,
Kevin Corrigan,Inspector Werner,,,,
Kevin Chapman,Bunny,,,,
Lew Temple,Ned,,,,
T.J. Miller,Gilleece,,,,
Jessy Schram,Darcy,,,,
David Warshofsky,Judd Stewart,,,,
Andy Umberger,Janeway,,,,
Elizabeth Mathis,Nicole,,,,
Meagan Tandy,Maya,,,,
Dylan Bruce,Michael Colson (as Dylan L. Bruce),,,,
Will Ferrell,Allen Gamble,,,,
Derek Jeter,Derek Jeter,,,,
Mark Wahlberg,Terry Hoitz,,,,
Eva Mendes,Dr. Sheila Gamble,,,,
Michael Keaton,Captain Gene Mauch,,,,
Larnell Stovall,Rasta,,,,
Jalil Jay Lynch,Rasta,,,,
Roy T. Anderson,Rasta,,,,
Ray Stevenson,Roger Wesley,,,,
Samuel L. Jackson,P.K. Highsmith,,,,
Andrew Secunda,Press Conference Reporter,,,,
Sara Chase,Press Conference Reporter,,,,
Dwayne Johnson,Christopher Danson,,,,
David Gideon,Mayor,,,,
Joshua Church,Hot Dog Guy (as Josh Church),,,,
Liam Neeson,Hannibal,,,,
Bradley Cooper,Face,,,,
Jessica Biel,Charissa Sosa,,,,
Quinton 'Rampage' Jackson,B.A. Baracus,,,,
Sharlto Copley,Murdock,,,,
Patrick Wilson,Lynch,,,,
Gerald McRaney,General Morrison,,,,
Henry Czerny,Director McCready,,,,
Yul Vazquez,General Javier Tuco (as Yul Vázquez),,,,
Brian Bloom,Pike,,,,
Maury Sterling,Gammons,,,,
Terry Chen,Ravech,,,,
Omari Hardwick,Chopshop Jay,,,,
David Hugghins,Oskar Shunt,,,,
Jacob Blair,Agent Blair,,,,
David Bierend,Surveillance Camera Expert,,,,
Brian Boland,Daniel Rey,,,,
Molly Ephraim,Ali Rey,,,,
Katie Featherston,Katie,,,,
Seth Ginsberg,Brad,,,,
Sprague Grayden,Kristi Rey,,,,
William Juan Prieto,Hunter Rey,,,,
Jackson Xenia Prieto,Hunter Rey,,,,
Micah Sloat,Micah,,,,
Vivis Colombetti,Martine (as Vivis),,,,
Bruce Willis,Frank Moses,,,,
Mary-Louise Parker,Sarah Ross,,,,
Heidi von Palleske,Woman Neighbor,,,,
Jefferson Brown,Fred,,,,
Karl Urban,William Cooper,,,,
Chris Owens,Hanged Man,,,,
Rebecca Pidgeon,Cynthia Wilkes,,,,
Morgan Freeman,Joe Matheson,,,,
Jaqueline Fleming,Marna,,,,
Randy Wade Kelley,Paramedic,,,,
Jason Giuliano,Endercott,,,,
Alec Rayme,Cop at Intersection,,,,
Lawrence Turner,Retirement Home Assassin,,,,
Emily Kuroda,Mrs. Chan,,,,
Joe Chrest,Retirement Home Detective,,,,
Dan Aykroyd,Yogi Bear (voice),,,,
Justin Timberlake,Boo Boo (voice),,,,
Anna Faris,Rachel,,,,
Tom Cavanagh,Ranger Smith,,,,
T.J. Miller,Ranger Jones,,,,
Nate Corddry,Chief of Staff,,,,
Andrew Daly,Mayor Brown,,,,
Josh Robert Thompson,Narrator (voice),,,,
David Stott,Mayor's Tailor,,,,
Greg Johnson,Dirty Shopper,,,,
Christy Qulliam,Stylist (as Christy Quillam),,,,
Patricia Aldersley,Elderly Purse Lady,,,,
Tim McLachlan,Purse Snatcher,,,,
Hayden Vernon,Security Guard,,,,
Dean Knowsley,Security Guard,,,,
Julia Roberts,Liz Gilbert,,,,
I. Gusti Ayu Puspawati,Nyomo,,,,
Hadi Subiyanto,Ketut Liyer,,,,
Billy Crudup,Stephen,,,,
Viola Davis,Delia Shiraz,,,,
A. Jay Radcliff,Andre,,,,
Mike O'Malley,Andy Shiraz,,,,
Ashlie Atkinson,Bookstore Girl,,,,
James Franco,David Piccolo,,,,
Lisa Roberts Gillan,Woman in Play,,,,
Ryan O'Nan,Play Walk-Out,,,,
Gita Reddy,The Guru,,,,
Dwayne Clark,NYU Student Boyfriend,,,,
Jen Kwok,NYU Student Girlfriend (as Jennifer Kwok),,,,
Mary Testa,Laundromat Gal,,,,
Robert Downey Jr.,Peter Highman,,,,
Zach Galifianakis,Ethan Tremblay,,,,
Michelle Monaghan,Sarah Highman,,,,
Jamie Foxx,Darryl,,,,
Juliette Lewis,Heidi,,,,
Danny McBride,Lonnie,,,,
RZA,Airport Screener,,,,
