ID,Actors,Country,Director,Genre,Metascore,Poster,Ratings,Title,Writer,Year,imdbID,imdbRating,imdbVotes,Characters
1616,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren",USA,Dan Scanlon,"Animation, Adventure, Comedy, Family, Fantasy",65.0,https://m.media-amazon.com/images/M/MV5BMTUyODgwMDU3M15BMl5BanBnXkFtZTcwOTM4MjcxOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",Monsters University,"Dan Scanlon (story by), Daniel Gerson (story by), Robert L. Baird (story by), Daniel Gerson (screenplay by), Robert L. Baird (screenplay by), Dan Scanlon (screenplay by), Adrian Molina (additional screenplay material by)",2013,tt1453405,7.3,"294,717","Mike (voice), Sullivan (voice), Randy (voice), Dean Hardscrabble (voice), Squishy (voice), Don (voice), Terri (voice) (as Sean P. Hayes), Terry (voice), Art (voice), Professor Knight (voice)"
1617,"Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen","UK, USA",Alfonso Cuarón,"Drama, Sci-Fi, Thriller",96.0,https://m.media-amazon.com/images/M/MV5BNjE5MzYwMzYxMF5BMl5BanBnXkFtZTcwOTk4MTk0OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '96/100'}]",Gravity,"Alfonso Cuarón, Jonás Cuarón",2013,tt1454468,7.7,"716,192","Ryan Stone, Matt Kowalski, Mission Control (voice), Aningaaq (voice), Shariff (voice), Explorer Captain (voice), Russian Space Station Captain (voice), Rest of cast listed alphabetically:, Adam (uncredited)"
1618,"Henry Cavill, Amy Adams, Michael Shannon, Diane Lane","USA, UK",Zack Snyder,"Action, Adventure, Sci-Fi",55.0,https://m.media-amazon.com/images/M/MV5BMTk5ODk1NDkxMF5BMl5BanBnXkFtZTcwNTA5OTY0OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",Man of Steel,"David S. Goyer (screenplay), David S. Goyer (story), Christopher Nolan (story), Jerry Siegel (Superman created by), Joe Shuster (Superman created by)",2013,tt0770828,7.1,"651,359","Clark Kent / Kal-El, Lois Lane, General Zod, Martha Kent, Jor-El, Faora-Ul, General Swanwick, Dr. Emil Hamilton, Colonel Nathan Hardy, Jonathan Kent"
1619,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins","USA, UK, Ireland",Alan Taylor,"Action, Adventure, Fantasy",54.0,https://m.media-amazon.com/images/M/MV5BMTQyNzAwOTUxOF5BMl5BanBnXkFtZTcwMTE0OTc5OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",Thor: The Dark World,"Christopher L. Yost (screenplay by), Christopher Markus (screenplay by), Stephen McFeely (screenplay by), Don Payne (story by), Robert Rodat (story by), Stan Lee (based on the Marvel comics by), Larry Lieber (based on the Marvel comics by), Jack Kirby (based on the Marvel comics by), Walter Simonson (character created by: Malekith)",2013,tt1981115,6.9,"544,769","Thor, Jane Foster, Loki, Odin, Malekith, Sif, Fandral, Volstagg, Hogun, Heimdall"
1620,"Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener",USA,"Kirk DeMicco, Chris Sanders","Animation, Action, Adventure, Comedy, Family, Fantasy",55.0,https://m.media-amazon.com/images/M/MV5BMTcyOTc2OTA1Ml5BMl5BanBnXkFtZTcwOTI1MjkzOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",The Croods,"Chris Sanders (screenplay), Kirk DeMicco (screenplay), John Cleese (story), Kirk DeMicco (story), Chris Sanders (story)",2013,tt0481499,7.2,"177,671","Grug (voice), Eep (voice), Guy (voice), Ugga (voice), Gran (voice), Thunk (voice), Belt (voice), Sandy (voice)"
1621,"Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale","USA, UK, Malta",Marc Forster,"Action, Adventure, Horror, Sci-Fi, Thriller",63.0,https://m.media-amazon.com/images/M/MV5BNDQ4YzFmNzktMmM5ZC00MDZjLTk1OTktNDE2ODE4YjM2MjJjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",World War Z,"Matthew Michael Carnahan (screenplay), Drew Goddard (screenplay), Damon Lindelof (screenplay), Matthew Michael Carnahan (screen story), J. Michael Straczynski (screen story), Max Brooks (based on the novel by)",2013,tt0816711,7.0,"556,766","Gerry Lane, Karin Lane, Segen, Captain Speke, Jurgen Warmbrunn, Parajumper, Thierry Umutoni, Ex-CIA Agent, Andrew Fassbach, W.H.O. Doctor"
1622,"James Franco, Mila Kunis, Rachel Weisz, Michelle Williams",USA,Sam Raimi,"Adventure, Family, Fantasy",44.0,https://m.media-amazon.com/images/M/MV5BMjMyMzQ1ODM1MF5BMl5BanBnXkFtZTcwMjE2MTQxOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",Oz the Great and Powerful,"Mitchell Kapner (screenplay), David Lindsay-Abaire (screenplay), Mitchell Kapner (screen story), L. Frank Baum (""Oz"" works)",2013,tt1623205,6.3,"192,543","Oz, Theodora / Wicked Witch of the West, Evanora, Annie / Glinda, Frank / Finley, Master Tinker, Girl in Wheelchair / China Girl, Knuck, Winkie General, May (as Abigail Leigh Spencer)"
1623,"Chris Pine, Zachary Quinto, Zoe Saldana, Karl Urban",USA,J.J. Abrams,"Action, Adventure, Sci-Fi",72.0,https://m.media-amazon.com/images/M/MV5BMTk2NzczOTgxNF5BMl5BanBnXkFtZTcwODQ5ODczOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",Star Trek Into Darkness,"Roberto Orci, Alex Kurtzman, Damon Lindelof, Gene Roddenberry (television series ""Star Trek"")",2013,tt1408101,7.7,"446,780","Kirk, Spock, Uhura (as Zoë Saldana), Bones, Scotty, Sulu, Khan, Chekov, Pike, Marcus"
1624,"Hugh Jackman, Tao Okamoto, Rila Fukushima, Hiroyuki Sanada","USA, UK",James Mangold,"Action, Adventure, Fantasy, Sci-Fi",61.0,https://m.media-amazon.com/images/M/MV5BNzg1MDQxMTQ2OF5BMl5BanBnXkFtZTcwMTk3MjAzOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",The Wolverine,"Mark Bomback (screenplay), Scott Frank (screenplay)",2013,tt1430132,6.7,"404,688","Logan, Mariko, Yukio, Shingen, Viper, Noburo, Yashida (as Haruhiko Yamanouchi), Harada, Young Yashida, Jean Grey"
1625,"Charlie Hunnam, Diego Klattenhoff, Idris Elba, Rinko Kikuchi",USA,Guillermo del Toro,"Action, Adventure, Sci-Fi",65.0,https://m.media-amazon.com/images/M/MV5BMTY3MTI5NjQ4Nl5BMl5BanBnXkFtZTcwOTU1OTU0OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",Pacific Rim,"Travis Beacham (screenplay), Guillermo del Toro (screenplay), Travis Beacham (story)",2013,tt1663662,6.9,"445,363","Raleigh Becket, Yancy Becket, Stacker Pentecost, Mako Mori, Dr. Newton Geiszler, Herman Gottlieb, Herc Hansen, Chuck Hansen (as Rob Kazinsky), Ops Tendo Choi, Hannibal Chau"
1626,"Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey",USA,Martin Scorsese,"Biography, Crime, Drama",75.0,https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",The Wolf of Wall Street,"Terence Winter (screenplay), Jordan Belfort (book)",2013,tt0993846,8.2,"1,044,225","Jordan Belfort, Donnie Azoff, Naomi Lapaglia, Mark Hanna, Agent Patrick Denham, Max Belfort, Brad, Manny Riskin, Jean Jacques Saurel, Aunt Emma"
1627,"Dwayne Johnson, Jonathan Pryce, Byung-Hun Lee, Elodie Yung",USA,Jon M. Chu,"Action, Adventure, Sci-Fi, Thriller",41.0,https://m.media-amazon.com/images/M/MV5BNzk5ODM0OTQ0N15BMl5BanBnXkFtZTcwODg2ODE4OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",G.I. Joe: Retaliation,"Rhett Reese, Paul Wernick",2013,tt1583421,5.8,"166,059","Roadblock, President, Storm Shadow, Jinx, Firefly, Flint, Jaye, Duke, Snake Eyes, Cobra Commander"
1628,"Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha",USA,Todd Phillips,"Adventure, Comedy, Crime",30.0,https://m.media-amazon.com/images/M/MV5BMTA0NjE1MzMzODheQTJeQWpwZ15BbWU3MDY4MTQ3Mzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",The Hangover Part III,"Todd Phillips, Craig Mazin, Jon Lucas (characters), Scott Moore (characters)",2013,tt1951261,5.8,"272,257","Phil, Stu, Alan, Doug, Mr. Chow, Marshall, Cassie, Sid, Jade, Black Doug"
1629,"Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Isla Fisher","USA, France",Louis Leterrier,"Crime, Mystery, Thriller",50.0,https://m.media-amazon.com/images/M/MV5BMTY0NDY3MDMxN15BMl5BanBnXkFtZTcwOTM5NzMzOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",Now You See Me,"Ed Solomon (screenplay), Boaz Yakin (screenplay), Edward Ricourt (screenplay), Boaz Yakin (story), Edward Ricourt (story)",2013,tt1670345,7.3,"556,459","J. Daniel Atlas, Dylan Rhodes, Merritt McKinney, Henley Reeves, Jack Wilder, Alma Dray, Thaddeus Bradley, Arthur Tressler, Agent Fuller (as Michael J. Kelly), Evans"
1630,"Hank Azaria, Neil Patrick Harris, Brendan Gleeson, Jayma Mays","USA, France, Canada, Belgium",Raja Gosnell,"Animation, Adventure, Comedy, Family, Fantasy",34.0,https://m.media-amazon.com/images/M/MV5BNzVkMDRlYzItOTUyOS00ZmU5LWEyN2EtMWE2YWU4MzBlOTBjXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",The Smurfs 2,"J. David Stem (screenplay), David N. Weiss (screenplay), Jay Scherick (screenplay), David Ronn (screenplay), Karey Kirkpatrick (screenplay), J. David Stem (story), David N. Weiss (story), Jay Scherick (story), David Ronn (story), Peyo (characters and works)",2013,tt2017020,5.4,"34,487","Gargamel, Patrick, Victor, Grace, Blue, Nancy O'Dell, Room Service Waiter, New York Taxi Driver (as Gaston Morrisson), Toad Man, Pregnant Mom"
1631,"Vera Farmiga, Patrick Wilson, Lili Taylor, Ron Livingston",USA,James Wan,"Horror, Mystery, Thriller",68.0,https://m.media-amazon.com/images/M/MV5BMTM3NjA1NDMyMV5BMl5BanBnXkFtZTcwMDQzNDMzOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",The Conjuring,"Chad Hayes, Carey W. Hayes",2013,tt1457767,7.5,"400,954","Lorraine Warren, Ed Warren, Carolyn Perron, Roger Perron, Andrea, Nancy, Christine, Cindy, April, Drew Thomas"
1632,"Bruce Willis, Jai Courtney, Sebastian Koch, Mary Elizabeth Winstead","USA, Russia, Hungary",John Moore,"Action, Thriller",28.0,https://m.media-amazon.com/images/M/MV5BMTcwNzgyNzUzOV5BMl5BanBnXkFtZTcwMzAwOTA5OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",A Good Day to Die Hard,"Skip Woods, Roderick Thorp (certain original characters by)",2013,tt1606378,5.3,"189,162","John McClane, Jack McClane, Komarov, Lucy, Irina, Alik (as Rasha Bukvic), Collins, Murphy, Chagarin, Anton"
1633,"Tom Cruise, Morgan Freeman, Olga Kurylenko, Andrea Riseborough",USA,Joseph Kosinski,"Action, Adventure, Sci-Fi",54.0,https://m.media-amazon.com/images/M/MV5BMTQwMDY0MTA4MF5BMl5BanBnXkFtZTcwNzI3MDgxOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",Oblivion,"Karl Gajdusek (screenplay), Michael Arndt (screenplay), Joseph Kosinski (graphic novel original story)",2013,tt1483013,7.0,"457,126","Jack, Beech, Julia, Victoria, Sykes, Sally, Kara, Julia's Child, Julia's Child, Rest of cast listed alphabetically:"
1634,"Matt Damon, Jodie Foster, Sharlto Copley, Alice Braga",USA,Neill Blomkamp,"Action, Drama, Sci-Fi",61.0,https://m.media-amazon.com/images/M/MV5BNDc2NjU0MTcwNV5BMl5BanBnXkFtZTcwMjg4MDg2OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",Elysium,Neill Blomkamp,2013,tt1535108,6.6,"397,641","Max, Delacourt, Kruger, Frey, Julio, Spider, John Carlyle, Drake, Crowe, Matilda"
1635,"Ryan Reynolds, Paul Giamatti, Michael Peña, Samuel L. Jackson",USA,David Soren,"Animation, Adventure, Comedy, Family, Sci-Fi, Sport",58.0,https://m.media-amazon.com/images/M/MV5BMTA4NTgwMjM5MzheQTJeQWpwZ15BbWU3MDg2ODA1ODk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",Turbo,"Darren Lemke (screenplay by), Robert Siegel (screenplay by), David Soren (screenplay by), David Soren (story by)",2013,tt1860353,6.4,"74,800","Turbo (voice), Chet (voice), Tito (voice), Whiplash (voice), Angelo (voice), Guy Gagné (voice), Smoove Move (voice), Burn (voice), Skidmark (voice), Bobby (voice)"
1636,"Bill Hader, Anna Faris, James Caan, Will Forte",USA,"Cody Cameron, Kris Pearn","Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",59.0,https://m.media-amazon.com/images/M/MV5BMTYzNDM0MDI1NF5BMl5BanBnXkFtZTcwNzQ5NzYxOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",Cloudy with a Chance of Meatballs 2,"Erica Rivinoja (screenplay by), John Francis Daley (screenplay), Jonathan Goldstein (screenplay by), Phil Lord (story by), Christopher Miller (story by), Erica Rivinoja (story by), Judi Barrett (inspired by the book ""Cloudy with a Chance of Meatballs"" written by), Ron Barrett (inspired by the book ""Cloudy with a Chance of Meatballs"" illustrated by)",2013,tt1985966,6.4,"81,838","Flint Lockwood (voice), Sam Sparks (voice), Tim Lockwood (voice), Chester V (voice), Brent McHale (voice), Manny (voice), Steve (voice), Earl Devereaux (voice), Barb (voice), Barry / Dill Pickle (voice)"
1637,"Blake Anderson, Aziz Ansari, Allison Bills, Jim Conroy",USA,Chris Wedge,"Animation, Adventure, Family, Fantasy, Mystery, Thriller",52.0,https://m.media-amazon.com/images/M/MV5BMTgyNDYwNzE5NV5BMl5BanBnXkFtZTcwMzUyODM5OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",Epic,"James V. Hart (screenplay), William Joyce (screenplay), Daniel Shere (screenplay), Tom J. Astle (screenplay), Matt Ember (screenplay), William Joyce (story), James V. Hart (story), Chris Wedge (story), William Joyce (Leafmen characters from book ""The Leaf Men and the Brave Good Bugs"")",2013,tt0848537,6.7,"95,657","Dagda (voice), Mub (voice), Dandelion Jinn (voice), Race Announcer / Additional Voices (voice), Fruit Fly (Old) (voice), Pinecone Jinn (voice), Thistle Jinn (voice), Ronin (voice), Bufo's Goon (voice), Taxi Driver (voice)"
1638,"Johnny Depp, Armie Hammer, William Fichtner, Tom Wilkinson",USA,Gore Verbinski,"Action, Adventure, Western",37.0,https://m.media-amazon.com/images/M/MV5BZjFiMTc2MTAtZDA0My00OGRmLTk5M2ItNTlmYTUwZmU2YmRiXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",The Lone Ranger,"Justin Haythe (screenplay), Ted Elliott (screenplay), Terry Rossio (screenplay), Ted Elliott (screen story), Terry Rossio (screen story), Justin Haythe (screen story)",2013,tt1210819,6.4,"209,844","Tonto, John Reid (Lone Ranger), Butch Cavendish, Cole, Rebecca Reid, Red Harrington, Dan Reid, Danny, Fuller, Will"
1639,"Christian Bale, Bradley Cooper, Amy Adams, Jeremy Renner",USA,David O. Russell,"Crime, Drama",90.0,https://m.media-amazon.com/images/M/MV5BMmM4YzJjZGMtNjQxMy00NjdlLWJjYTItZWZkYzdhOTdhNzFiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",American Hustle,"Eric Warren Singer, David O. Russell",2013,tt1800241,7.2,"419,242","Irving Rosenfeld, Richie DiMaso, Sydney Prosser, Mayor Carmine Polito, Rosalyn Rosenfeld, Stoddard Thorsen, Pete Musane, Paco Hernandez / Sheik Abdullah, Carl Elway, Anthony Amado"
1640,"Adam Sandler, Kevin James, Chris Rock, David Spade",USA,Dennis Dugan,Comedy,19.0,https://m.media-amazon.com/images/M/MV5BMTgwNTI2MDI0OF5BMl5BanBnXkFtZTcwMTk5MDg0OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",Grown Ups 2,"Fred Wolf, Adam Sandler, Tim Herlihy, Adam Sandler (based on characters created by), Fred Wolf (based on characters created by)",2013,tt2191701,5.4,"130,079","Lenny Feder, Eric Lamonsoff, Kurt McKenzie, Marcus Higgins, Roxanne Chase-Feder, Deanne McKenzie, Sally Lamonsoff, Nick, Wiley, Dickie Bailey"
1641,"Jaden Smith, Will Smith, Sophie Okonedo, Zoë Kravitz",USA,M. Night Shyamalan,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi, Thriller",33.0,https://m.media-amazon.com/images/M/MV5BMTY3MzQyMjkwMl5BMl5BanBnXkFtZTcwMDk2OTE0OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",After Earth,"Gary Whitta (screenplay), M. Night Shyamalan (screenplay), Will Smith (story)",2013,tt1815862,4.8,"182,714","Kitai Raige, Cypher Raige, Faia Raige, Senshi Raige (as Zoë Isabella Kravitz), Commander Velan, Security Chief, Hesper Pilot, Hesper Navigator, Veteran Ranger, Private McQuarrie"
1642,"Dane Cook, Stacy Keach, Brad Garrett, Teri Hatcher",USA,Klay Hall,"Animation, Adventure, Comedy, Family",39.0,https://m.media-amazon.com/images/M/MV5BMjAwODc5NzYzOF5BMl5BanBnXkFtZTcwNTk4MjEzOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",Planes,"John Lasseter (original story by), Klay Hall (original story by), Jeffrey M. Howard (original story by), Jeffrey M. Howard (screenplay by), Roberts Gannaway (additional story material), Jon Cryer (additional story material)",2013,tt1691917,5.7,"40,085","Dusty Crophopper (voice), Skipper (voice), Chug (voice), Dottie (voice), Rochelle (voice), Ishani (voice), Bulldog (voice), Leadbottom (voice), El Chupacabra / Additional Voices (voice), Ripslinger / Additional Voices (voice)"
1643,"Sandra Bullock, Melissa McCarthy, Demián Bichir, Marlon Wayans",USA,Paul Feig,"Action, Comedy, Crime",60.0,https://m.media-amazon.com/images/M/MV5BMjA2MDQ2ODM3MV5BMl5BanBnXkFtZTcwNDUzMTQ3OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",The Heat,Katie Dippold,2013,tt2404463,6.6,"154,348","Ashburn, Mullins, Hale (as Demian Bichir), Levy, Jason Mullins, Mrs. Mullins, Rojas, Craig, Adam, Julian"
1644,"Tom Hanks, Catherine Keener, Barkhad Abdi, Barkhad Abdirahman",USA,Paul Greengrass,"Biography, Drama, Thriller",83.0,https://m.media-amazon.com/images/M/MV5BODhiZWRhMjctNDUyMS00NmUwLTgwYmItMjJhOWNkZWQ3ZTQxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",Captain Phillips,"Billy Ray (screenplay), Richard Phillips (based upon the book ""A Captain's Duty: Somali Pirates,  Navy SEALS,  and Dangerous Days at Sea"" by), Stephan Talty (based upon the book ""A Captain's Duty: Somali Pirates,  Navy SEALS,  and Dangerous Days at Sea"" by)",2013,tt1535109,7.8,"389,109","Captain Richard Phillips, Andrea Phillips, Muse, Bilal, Najee, Elmi, Shane Murphy, Mike Perry, Ken Quinn, John Cronan"
1645,"Channing Tatum, Jamie Foxx, Maggie Gyllenhaal, Jason Clarke",USA,Roland Emmerich,"Action, Drama, Thriller",52.0,https://m.media-amazon.com/images/M/MV5BMTAyNzQyNTcwNjVeQTJeQWpwZ15BbWU3MDAwOTQ4Nzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",White House Down,James Vanderbilt,2013,tt2334879,6.4,"193,095","Cale, President Sawyer, Finnerty, Stenz, Raphelson, Emily, Walker, Donnie the Guide, Tyler, Vice President Hammond"
1646,"Logan Lerman, Alexandra Daddario, Douglas Smith, Leven Rambin",USA,Thor Freudenthal,"Adventure, Family, Fantasy, Thriller",39.0,https://m.media-amazon.com/images/M/MV5BYmE4MThmY2UtNDYxOC00YmFkLTg1NGEtMTQ3YTFmZjdhZmRiXkEyXkFqcGdeQXVyNjA3MDQ1NzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",Percy Jackson: Sea of Monsters,"Marc Guggenheim (screenplay by), Rick Riordan (based upon the novel ""Percy Jackson and the Olympians: The Sea of Monsters"" written by)",2013,tt1854564,5.8,"102,976","Percy Jackson, Annabeth, Tyson, Clarisse, Grover, Luke, Chiron (as Anthony Stewart Head), Mr. D, Tereus, Thalia"
1647,"Nicholas Hoult, Eleanor Tomlinson, Ewan McGregor, Stanley Tucci",USA,Bryan Singer,"Adventure, Fantasy",51.0,https://m.media-amazon.com/images/M/MV5BMjE1NDMxMjI0OV5BMl5BanBnXkFtZTcwMjQyMDExOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",Jack the Giant Slayer,"Darren Lemke (screenplay), Christopher McQuarrie (screenplay), Dan Studney (screenplay), Darren Lemke (story), David Dobkin (story)",2013,tt1351685,6.3,"123,537","Jack, Isabelle, Elmont, Roderick, Crawe, Wicke, King Brahmwell, Uncle, Monk, Bald"
1648,"Ben Stiller, Kristen Wiig, Jon Daly, Kathryn Hahn","USA, UK",Ben Stiller,"Adventure, Comedy, Drama, Fantasy, Romance",54.0,https://m.media-amazon.com/images/M/MV5BODYwNDYxNDk1Nl5BMl5BanBnXkFtZTgwOTAwMTk2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",The Secret Life of Walter Mitty,"Steve Conrad (screenplay by), Steve Conrad (screen story by), James Thurber (based on the short story by)",2013,tt0359950,7.3,"276,327","Walter Mitty, Cheryl Melhoff, Tim Naughton (as Jonathan C. Daly), Odessa Mitty, Gary Mannheim, Ted Hendricks, Don Proctor, Cheryl's Co-Worker, Ted's Toner Box Associate, Female Editor"
1649,"Chiwetel Ejiofor, Dwight Henry, Dickie Gravois, Bryan Batt","USA, UK",Steve McQueen,"Biography, Drama, History",96.0,https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '96/100'}]",12 Years a Slave,"John Ridley (screenplay by), Solomon Northup (based on ""Twelve Years a Slave"" by)",2013,tt2024544,8.1,"580,974","Solomon Northup, Uncle Abram, Overseer, Judge Turner, Anna, Anne Northup, Margaret Northup, Alonzo Northup, Mr. Moon, Brown"
